environment | time (s),ADPg | ADPg (mM),ADPn | ADPn (mM),AMPg | AMPg (mM),AMPn | AMPn (mM),ATPg | ATPg (mM),ATPg | ATPg' (mM/s),ATPn | ATPn (mM),ATPn | ATPn' (mM/s),BOLD | BOLD (dimensionless),CO2c | CO2c (mM),CO2c | CO2c' (mM/s),CRg | CRg (mM),CRg | PCrg_tot (mM),CRn | CRn (mM),CRn | PCrn_tot (mM),dAMP_dATPg | dAMP_dATPg (dimensionless),dAMP_dATPn | dAMP_dATPn (dimensionless),dHb | dHb (mM),dHb | dHb' (mM/s),F6Pg | F6Pg (mM),F6Pg | F6Pg' (mM/s),F6Pn | F6Pn (mM),F6Pn | F6Pn' (mM/s),Fin_t | CBF0 (per_s),Fin_t | Fin_t (per_s),Fout_t | Fout_t (per_s),G6Pg | G6Pg (mM),G6Pg | G6Pg' (mM/s),G6Pn | G6Pn (mM),G6Pn | G6Pn' (mM/s),GAPg | GAPg (mM),GAPg | GAPg' (mM/s),GAPn | GAPn (mM),GAPn | GAPn' (mM/s),GLCc | GLCc (mM),GLCc | GLCc' (mM/s),GLCe | GLCe (mM),GLCe | GLCe' (mM/s),GLCg | GLCg (mM),GLCg | GLCg' (mM/s),GLCn | GLCn (mM),GLCn | GLCn' (mM/s),GLUg | GLUg' (mM/s),GLUn | GLUn (mM),GLUn | GLUn' (mM/s),GLYg | GLYg (mM),GLYg | GLYg' (mM/s),LACc | LACc (mM),LACc | LACc' (mM/s),LACe | LACe (mM),LACe | LACe' (mM/s),LACg | LACg (mM),LACg | LACg' (mM/s),LACn | LACn (mM),LACn | LACn' (mM/s),NADg | NADg (mM),NADg | NADH_g_tot (mM),NADHg | NADHg (mM),NADHg | NADHg' (mM/s),NADHn | NADHn (mM),NADHn | NADHn' (mM/s),NADn | NADH_n_tot (mM),NADn | NADn (mM),NAg | NAg (mM),NAg | NAg' (mM/s),NAn | NAn (mM),NAn | NAn' (mM/s),O2c | O2c (mM),O2c | O2c' (mM/s),O2g | O2g (mM),O2g | O2g' (mM/s),O2n | O2n (mM),O2n | O2n' (mM/s),PCrg | PCrg (mM),PCrg | PCrg' (mM/s),PCrn | PCrn (mM),PCrn | PCrn' (mM/s),PEPg | PEPg (mM),PEPg | PEPg' (mM/s),PEPn | PEPn (mM),PEPn | PEPn' (mM/s),PYRg | PYRg (mM),PYRg | PYRg' (mM/s),PYRn | PYRn (mM),PYRn | PYRn' (mM/s),u_g | u_g (dimensionless),u_n | u_n (dimensionless),unitstepSB | unitstepSB (dimensionless),unitstepSB2 | unitstepSB2 (dimensionless),V_en_GLC | Km_en_GLC (mM),V_en_GLC | V_en_GLC (mM_per_s),V_en_GLC | Vm_en_GLC (mM_per_s),v_stim | unitpulseSB (dimensionless),v_stim | v_stim (mM_per_s),Vc_CO2 | Vc_CO2 (mM_per_s),Vc_GLC | Vc_GLC (mM_per_s),Vc_LAC | Vc_LAC (mM_per_s),Vc_O2 | Vc_O2 (mM_per_s),Vce_GLC | Km_ce_GLC (mM),Vce_GLC | Vce_GLC (mM_per_s),Vce_GLC | Vm_ce_GLC (mM_per_s),Vcg_GLC | Km_cg_GLC (mM),Vcg_GLC | Vcg_GLC (mM_per_s),Vcg_GLC | Vm_cg_GLC (mM_per_s),Vcg_O2 | PScapg (per_s),Vcg_O2 | Vcg_O2 (mM_per_s),Vcn_O2 | nh_O2 (dimensionless),Vcn_O2 | PScapn (per_s),Vcn_O2 | Vcn_O2 (mM_per_s),Vec_LAC | Km_ec_LAC (mM),Vec_LAC | Vec_LAC (mM_per_s),Vec_LAC | Vm_ec_LAC (mM_per_s),Veg_GLC | Km_eg_GLC (mM),Veg_GLC | Veg_GLC (mM_per_s),Veg_GLC | Vm_eg_GLC (mM_per_s),Veg_GLU | Veg_GLU (mM_per_s),Veg_GLU | Vmax_eg_GLU (mM_per_s),Vg_ATPase | Vg_ATPase (mM_per_s),Vg_ATPase | Vmax_g_ATPase (mM_per_s),Vg_ck | kfg_ck (per_mM_per_s),Vg_ck | krg_ck (per_mM_per_s),Vg_ck | Vg_ck (mM_per_s),Vg_glyp | deltaVt_GLY (dimensionless),Vg_glyp | Km_GLY (mM),Vg_glyp | Vg_glyp (mM_per_s),Vg_glyp | Vmax_glyp (mM_per_s),Vg_glys | Km_G6P_glys (mM),Vg_glys | Vg_glys (mM_per_s),Vg_glys | Vmax_glys (mM_per_s),Vg_gs | Vg_gs (mM_per_s),Vg_gs | Vmax_g_gs (mM_per_s),Vg_hk | Vg_hk (mM_per_s),Vg_hk | Vmax_g_hk (mM_per_s),Vg_ldh | kfg_ldh (per_mM_per_s),Vg_ldh | krg_ldh (per_mM_per_s),Vg_ldh | Vg_ldh (mM_per_s),Vg_leak_Na | gg_NA (mS_per_cm2),Vg_leak_Na | Vg_leak_Na (mM_per_s),Vg_mito | Vg_mito (mM_per_s),Vg_mito | Vmax_g_mito (mM_per_s),Vg_pfk | kg_pfk (per_s),Vg_pfk | Vg_pfk (mM_per_s),Vg_pgi | Vg_pgi (mM_per_s),Vg_pgi | Vmaxf_g_pgi (mM_per_s),Vg_pgi | Vmaxr_g_pgi (mM_per_s),Vg_pgk | kg_pgk (per_mM_per_s),Vg_pgk | Vg_pgk (mM_per_s),Vg_pk | kg_pk (per_mM_per_s),Vg_pk | Vg_pk (mM_per_s),Vg_pump | Vg_pump (mM_per_s),Vgc_CO2 | Vgc_CO2 (mM_per_s),Vgc_LAC | Km_gc_LAC (mM),Vgc_LAC | Vgc_LAC (mM_per_s),Vgc_LAC | Vmax_gc_LAC (mM_per_s),Vge_LAC | Km_ge_LAC (mM),Vge_LAC | Vge_LAC (mM_per_s),Vge_LAC | Vmax_ge_LAC (mM_per_s),Vn_ATPase | Vmax_n_ATPase (mM_per_s),Vn_ATPase | Vn_ATPase (mM_per_s),Vn_ck | kfn_ck (per_mM_per_s),Vn_ck | krn_ck (per_mM_per_s),Vn_ck | Vn_ck (mM_per_s),Vn_hk | Vmax_n_hk (mM_per_s),Vn_hk | Vn_hk (mM_per_s),Vn_ldh | kfn_ldh (per_mM_per_s),Vn_ldh | krn_ldh (per_mM_per_s),Vn_ldh | Vn_ldh (mM_per_s),Vn_leak_Na | gn_NA (mS_per_cm2),Vn_leak_Na | Vn_leak_Na (mM_per_s),Vn_mito | Vmax_n_mito (mM_per_s),Vn_mito | Vn_mito (mM_per_s),Vn_pfk | kn_pfk (per_s),Vn_pfk | Vn_pfk (mM_per_s),Vn_pgi | Vmaxf_n_pgi (mM_per_s),Vn_pgi | Vmaxr_n_pgi (mM_per_s),Vn_pgi | Vn_pgi (mM_per_s),Vn_pgk | kn_pgk (per_mM_per_s),Vn_pgk | Vn_pgk (mM_per_s),Vn_pk | kn_pk (per_mM_per_s),Vn_pk | Vn_pk (mM_per_s),Vn_pump | Vn_pump (mM_per_s),Vn_stim | Vn_stim (mM_per_s),Vn_stim_GLU | Vn_stim_GLU (mM_per_s),Vnc_CO2 | Vnc_CO2 (mM_per_s),Vne_LAC | Km_ne_LAC (mM),Vne_LAC | Vmax_ne_LAC (mM_per_s),Vne_LAC | Vne_LAC (mM_per_s),Vv | Vv (dimensionless),Vv | Vv' (dimensionless/s)
626,0.204056,0.113401,0.0210126,0.00618661,2.15393,0.00127831,2.25941,2.40E-07,0.0416409,2.12617,-4.69E-05,0.55635,5,0.746809,5,-0.178867,-0.100845,0.0218689,-1.47E-06,0.113408,5.07E-05,0.108918,1.23E-06,0.012,0.012,0.0120003,0.746611,0.000234455,0.726398,7.36E-06,0.0663361,0.000184604,0.0499582,8.49E-06,4.63953,1.44E-05,0.316894,0.00016254,0.18148,0.000751017,0.245157,0.000134815,-1.09E-14,3,6.74E-14,1.82069,-0.00191002,0.340658,-7.29E-06,0.529908,-6.73E-05,0.694363,-0.000717457,0.507513,4.83E-05,0.164271,0.22,0.0557294,-3.04E-05,0.0371038,4.03E-06,0.22,0.182896,13.6353,-0.00344443,15.5438,-0.000401012,7.41367,4.94E-05,0.157979,5.97E-06,0.0970432,5.38E-06,4.44365,0.00280745,4.25319,3.96E-06,0.0178952,6.20E-05,0.00369127,1.45E-07,0.189834,-9.24E-05,0.0440125,3.88E-06,1.23093,1.04118,1,0,5.32,0.00613362,0.50417,0,0,4.04147,0.700215,-0.120691,4.04218,8.4568,0.0155572,0.0489,9.92,0.00295865,0.0098394,0.2457,0.0185853,2.7,0.2202,0.0390716,0.764818,0.00328662,0.0325,3.53,0.00127521,0.038089,1.10E-13,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00280745,63,1,0.00200153,4.92E-05,0.5,9.15E-05,0.0001528,1.21E-13,0.3,0.00348284,0.050461,6.2613,0.54682,0.00386821,0.00325,0.189609,0.00619311,0.008454,0.403,0.00510775,0.00515841,0.5,0.45,0.2514,0.0100309,2.73,0.00996895,0.064351,0.0185793,0.12862,2.57E-05,0.00021856,0.22163,0.00455992,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.96E-06,0.0513,0.00599881,5.3,0.1046,-0.00105415,0.0039,0.474838,0.05557,0.0130221,0.55783,0.00599022,0.5,0.45,0.00599145,0.4287,0.0119719,28.6,0.0119718,0.158413,0,0,0.0390662,0.09314,0.1978,-0.00110248,0.0236054,-2.95E-07
627,0.203009,0.113401,0.0207852,0.00618659,2.15521,0.00127078,2.25941,2.27E-07,0.0416421,2.12612,-4.65E-05,0.553548,5,0.746805,5,-0.177972,-0.100845,0.0218674,-1.44E-06,0.113459,5.04E-05,0.10892,1.25E-06,0.012,0.012,0.0120003,0.746845,0.000233307,0.726405,7.47E-06,0.0665213,0.000185934,0.0499665,8.12E-06,4.63955,1.45E-05,0.317058,0.000164414,0.182231,0.000752582,0.245293,0.000136686,-1.10E-14,3,6.53E-14,1.81878,-0.00190926,0.340651,-7.71E-06,0.529839,-7.13E-05,0.693645,-0.000718838,0.507559,4.37E-05,0.164301,0.22,0.055699,-3.04E-05,0.0371077,3.81E-06,0.22,0.182892,13.6318,-0.00340523,15.5434,-0.000386525,7.41372,4.89E-05,0.157985,5.95E-06,0.0970485,5.27E-06,4.44645,0.00279622,4.25319,3.85E-06,0.0179574,6.24E-05,0.00369141,1.44E-07,0.189742,-9.27E-05,0.0440163,3.67E-06,1.22853,1.04118,1,0,5.32,0.00613567,0.50417,0,0,4.04126,0.700152,-0.120658,4.04197,8.4568,0.0155564,0.0489,9.92,0.00295793,0.0098394,0.2457,0.0185825,2.7,0.2202,0.0390705,0.764818,0.00328575,0.0325,3.53,0.00126936,0.038089,1.07E-13,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00279622,63,1,0.00200079,4.92E-05,0.5,9.15E-05,0.0001528,1.18E-13,0.3,0.00347471,0.050461,6.2613,0.54682,0.00385279,0.00325,0.189618,0.00619219,0.008454,0.403,0.00510027,0.00515067,0.5,0.45,0.2514,0.0100146,2.73,0.00995224,0.0643411,0.0185766,0.12862,2.57E-05,0.00021856,0.22163,0.00454591,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.85E-06,0.0513,0.00599898,5.3,0.1046,-0.00105316,0.0039,0.474841,0.05557,0.0130217,0.55783,0.00599026,0.5,0.45,0.00599151,0.4287,0.0119724,28.6,0.0119723,0.158409,0,0,0.0390652,0.09314,0.1978,-0.00109684,0.0236052,-2.79E-07
628,0.201967,0.113401,0.0205602,0.00618657,2.15647,0.00126324,2.25941,2.14E-07,0.0416433,2.12608,-4.61E-05,0.550757,5,0.746801,5,-0.177081,-0.100845,0.021866,-1.41E-06,0.113509,5.01E-05,0.108921,1.27E-06,0.012,0.012,0.0120003,0.747077,0.000232152,0.726413,7.58E-06,0.0667079,0.000187261,0.0499744,7.76E-06,4.63956,1.46E-05,0.317223,0.000166281,0.182985,0.000754098,0.24543,0.000138553,-1.03E-14,3,5.92E-14,1.81687,-0.00190851,0.340643,-8.12E-06,0.529766,-7.52E-05,0.692926,-0.000720169,0.5076,3.91E-05,0.164331,0.22,0.0556686,-3.03E-05,0.0371114,3.60E-06,0.22,0.182889,13.6285,-0.00336656,15.543,-0.00037256,7.41376,4.83E-05,0.157991,5.93E-06,0.0970537,5.17E-06,4.44924,0.00278491,4.2532,3.75E-06,0.01802,6.28E-05,0.00369156,1.43E-07,0.189649,-9.31E-05,0.0440198,3.45E-06,1.22614,1.04118,1,0,5.32,0.00613771,0.50417,0,0,4.04106,0.700089,-0.120624,4.04176,8.4568,0.0155555,0.0489,9.92,0.00295722,0.0098394,0.2457,0.0185797,2.7,0.2202,0.0390695,0.764818,0.00328482,0.0325,3.53,0.00126352,0.038089,9.62E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00278491,63,1,0.00200004,4.92E-05,0.5,9.15E-05,0.0001528,1.07E-13,0.3,0.00346664,0.050461,6.2613,0.54682,0.0038375,0.00325,0.189627,0.00619127,0.008454,0.403,0.00509285,0.00514299,0.5,0.45,0.2514,0.00999845,2.73,0.00993566,0.0643313,0.0185738,0.12862,2.57E-05,0.00021856,0.22163,0.00453198,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.75E-06,0.0513,0.00599915,5.3,0.1046,-0.00105219,0.0039,0.474843,0.05557,0.0130214,0.55783,0.0059903,0.5,0.45,0.00599157,0.4287,0.0119728,28.6,0.0119727,0.158405,0,0,0.0390643,0.09314,0.1978,-0.00109126,0.0236049,-2.64E-07
629,0.20093,0.113401,0.0203378,0.00618655,2.15773,0.00125569,2.25941,2.02E-07,0.0416444,2.12603,-4.57E-05,0.547978,5,0.746798,5,-0.176194,-0.100845,0.0218646,-1.39E-06,0.113559,4.99E-05,0.108922,1.29E-06,0.012,0.012,0.0120003,0.747309,0.000230992,0.72642,7.70E-06,0.0668959,0.000188584,0.049982,7.40E-06,4.63958,1.47E-05,0.31739,0.000168142,0.18374,0.000755564,0.24557,0.000140414,-9.10E-15,3,4.99E-14,1.81496,-0.00190775,0.340635,-8.54E-06,0.529689,-7.91E-05,0.692205,-0.000721452,0.507637,3.45E-05,0.164362,0.22,0.0556384,-3.03E-05,0.0371149,3.39E-06,0.22,0.182885,13.6251,-0.00332839,15.5427,-0.000359097,7.41381,4.78E-05,0.157997,5.91E-06,0.0970588,5.07E-06,4.45202,0.00277352,4.2532,3.64E-06,0.018083,6.32E-05,0.0036917,1.42E-07,0.189555,-9.35E-05,0.0440232,3.24E-06,1.22377,1.04118,1,0,5.32,0.00613974,0.50417,0,0,4.04086,0.700025,-0.120587,4.04155,8.4568,0.0155547,0.0489,9.92,0.00295651,0.0098394,0.2457,0.0185769,2.7,0.2202,0.0390685,0.764818,0.00328385,0.0325,3.53,0.00125767,0.038089,8.07E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00277352,63,1,0.0019993,4.92E-05,0.5,9.15E-05,0.0001528,8.98E-14,0.3,0.00345862,0.050461,6.2613,0.54682,0.00382233,0.00325,0.189637,0.00619034,0.008454,0.403,0.00508549,0.00513537,0.5,0.45,0.2514,0.0099824,2.73,0.0099192,0.0643217,0.018571,0.12862,2.57E-05,0.00021856,0.22163,0.00451812,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.64E-06,0.0513,0.00599933,5.3,0.1046,-0.00105124,0.0039,0.474846,0.05557,0.0130211,0.55783,0.00599034,0.5,0.45,0.00599163,0.4287,0.0119733,28.6,0.0119731,0.158402,0,0,0.0390634,0.09314,0.1978,-0.00108572,0.0236046,-2.50E-07
630,0.199898,0.113401,0.0201177,0.00618653,2.15898,0.00124814,2.25941,1.91E-07,0.0416456,2.12599,-4.53E-05,0.54521,5,0.746794,5,-0.175312,-0.100844,0.0218632,-1.36E-06,0.113609,4.96E-05,0.108923,1.31E-06,0.012,0.012,0.0120002,0.747539,0.000229825,0.726428,7.81E-06,0.0670851,0.000189904,0.0499892,7.05E-06,4.63959,1.48E-05,0.317559,0.000169996,0.184496,0.000756982,0.245711,0.000142272,-7.45E-15,3,3.85E-14,1.81306,-0.00190699,0.340626,-8.94E-06,0.529608,-8.29E-05,0.691483,-0.000722685,0.507669,2.99E-05,0.164392,0.22,0.0556081,-3.02E-05,0.0371182,3.18E-06,0.22,0.182882,13.6218,-0.00329073,15.5423,-0.000346119,7.41386,4.73E-05,0.158003,5.89E-06,0.0970639,4.98E-06,4.45479,0.00276206,4.25321,3.54E-06,0.0181464,6.36E-05,0.00369184,1.41E-07,0.189462,-9.38E-05,0.0440263,3.03E-06,1.22142,1.04118,1,0,5.32,0.00614177,0.50417,0,0,4.04066,0.699961,-0.120549,4.04134,8.4568,0.0155538,0.0489,9.92,0.00295579,0.0098394,0.2457,0.0185741,2.7,0.2202,0.0390675,0.764818,0.00328282,0.0325,3.53,0.00125184,0.038089,6.18E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00276206,63,1,0.00199855,4.92E-05,0.5,9.16E-05,0.0001528,6.93E-14,0.3,0.00345065,0.050461,6.2613,0.54682,0.00380729,0.00325,0.189646,0.00618941,0.008454,0.403,0.00507819,0.00512781,0.5,0.45,0.2514,0.00996648,2.73,0.00990286,0.0643122,0.0185682,0.12862,2.56E-05,0.00021856,0.22163,0.00450434,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.54E-06,0.0513,0.0059995,5.3,0.1046,-0.0010503,0.0039,0.474848,0.05557,0.0130208,0.55783,0.00599039,0.5,0.45,0.00599169,0.4287,0.0119737,28.6,0.0119736,0.158398,0,0,0.0390625,0.09314,0.1978,-0.00108023,0.0236044,-2.37E-07
631,0.198871,0.1134,0.0199001,0.00618651,2.16023,0.00124058,2.25941,1.82E-07,0.0416467,2.12594,-4.49E-05,0.542454,5,0.746791,5,-0.174433,-0.100844,0.0218619,-1.34E-06,0.113658,4.94E-05,0.108925,1.32E-06,0.012,0.012,0.0120002,0.747769,0.000228653,0.726436,7.92E-06,0.0672757,0.00019122,0.0499961,6.70E-06,4.63961,1.49E-05,0.31773,0.000171844,0.185253,0.000758351,0.245854,0.000144124,-5.58E-15,3,2.66E-14,1.81115,-0.00190623,0.340617,-9.35E-06,0.529523,-8.67E-05,0.69076,-0.00072387,0.507697,2.54E-05,0.164422,0.22,0.0555779,-3.02E-05,0.0371212,2.97E-06,0.22,0.182879,13.6185,-0.00325356,15.542,-0.000333609,7.41391,4.69E-05,0.158009,5.88E-06,0.0970688,4.89E-06,4.45755,0.00275052,4.25321,3.44E-06,0.0182102,6.40E-05,0.00369198,1.40E-07,0.189368,-9.42E-05,0.0440293,2.83E-06,1.21908,1.04118,1,0,5.32,0.0061438,0.50417,0,0,4.04047,0.699896,-0.120509,4.04113,8.4568,0.0155529,0.0489,9.92,0.00295507,0.0098394,0.2457,0.0185713,2.7,0.2202,0.0390666,0.764818,0.00328175,0.0325,3.53,0.00124601,0.038089,4.23E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00275052,63,1,0.0019978,4.92E-05,0.5,9.16E-05,0.0001528,4.79E-14,0.3,0.00344273,0.050461,6.2613,0.54682,0.00379237,0.00325,0.189655,0.00618848,0.008454,0.403,0.00507095,0.00512031,0.5,0.45,0.2514,0.00995069,2.73,0.00988665,0.0643028,0.0185654,0.12862,2.56E-05,0.00021856,0.22163,0.00449064,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.44E-06,0.0513,0.00599967,5.3,0.1046,-0.00104937,0.0039,0.47485,0.05557,0.0130206,0.55783,0.00599043,0.5,0.45,0.00599175,0.4287,0.0119742,28.6,0.011974,0.158395,0,0,0.0390617,0.09314,0.1978,-0.00107479,0.0236041,-2.24E-07
632,0.19785,0.1134,0.0196849,0.00618649,2.16147,0.00123301,2.25941,1.76E-07,0.0416478,2.1259,-4.45E-05,0.539709,5,0.746787,5,-0.17356,-0.100844,0.0218605,-1.31E-06,0.113707,4.91E-05,0.108926,1.34E-06,0.012,0.012,0.0120002,0.747997,0.000227475,0.726444,8.03E-06,0.0674675,0.000192531,0.0500026,6.35E-06,4.63962,1.49E-05,0.317903,0.000173684,0.186012,0.000759672,0.245999,0.000145971,-3.77E-15,3,1.62E-14,1.80924,-0.00190547,0.340607,-9.75E-06,0.529434,-9.05E-05,0.690035,-0.000725007,0.50772,2.09E-05,0.164452,0.22,0.0555478,-3.01E-05,0.0371241,2.76E-06,0.22,0.182876,13.6153,-0.00321687,15.5416,-0.000321552,7.41395,4.64E-05,0.158015,5.86E-06,0.0970736,4.80E-06,4.46029,0.00273891,4.25321,3.34E-06,0.0182744,6.44E-05,0.00369212,1.39E-07,0.189273,-9.46E-05,0.044032,2.62E-06,1.21676,1.04118,1,0,5.32,0.00614582,0.50417,0,0,4.04027,0.699831,-0.120468,4.04093,8.4568,0.015552,0.0489,9.92,0.00295435,0.0098394,0.2457,0.0185685,2.7,0.2202,0.0390657,0.764818,0.00328063,0.0325,3.53,0.00124019,0.038089,2.53E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00273891,63,1,0.00199705,4.92E-05,0.5,9.16E-05,0.0001528,2.91E-14,0.3,0.00343487,0.050461,6.2613,0.54682,0.00377758,0.00325,0.189664,0.00618754,0.008454,0.403,0.00506377,0.00511286,0.5,0.45,0.2514,0.00993501,2.73,0.00987056,0.0642936,0.0185626,0.12862,2.56E-05,0.00021856,0.22163,0.00447701,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.34E-06,0.0513,0.00599984,5.3,0.1046,-0.00104846,0.0039,0.474852,0.05557,0.0130203,0.55783,0.00599047,0.5,0.45,0.00599182,0.4287,0.0119746,28.6,0.0119745,0.158391,0,0,0.0390609,0.09314,0.1978,-0.00106939,0.0236039,-2.13E-07
633,0.196833,0.1134,0.0194721,0.00618648,2.16269,0.00122545,2.25941,1.71E-07,0.0416489,2.12585,-4.41E-05,0.536976,5,0.746784,5,-0.17269,-0.100844,0.0218592,-1.29E-06,0.113756,4.88E-05,0.108927,1.36E-06,0.012,0.012,0.0120002,0.748223,0.000226293,0.726452,8.14E-06,0.0676607,0.000193839,0.0500088,6.01E-06,4.63964,1.50E-05,0.318078,0.000175517,0.186773,0.000760946,0.246146,0.000147814,-1.76E-15,3,5.00E-15,1.80734,-0.00190471,0.340597,-1.01E-05,0.529342,-9.42E-05,0.68931,-0.000726095,0.507739,1.65E-05,0.164482,0.22,0.0555177,-3.01E-05,0.0371268,2.56E-06,0.22,0.182873,13.6121,-0.00318067,15.5413,-0.000309929,7.414,4.60E-05,0.158021,5.85E-06,0.0970784,4.71E-06,4.46302,0.00272722,4.25322,3.25E-06,0.0183391,6.49E-05,0.00369226,1.38E-07,0.189179,-9.49E-05,0.0440345,2.42E-06,1.21446,1.04118,1,0,5.32,0.00614783,0.50417,0,0,4.04008,0.699766,-0.120424,4.04073,8.4568,0.0155511,0.0489,9.92,0.00295363,0.0098394,0.2457,0.0185656,2.7,0.2202,0.0390648,0.764818,0.00327946,0.0325,3.53,0.00123437,0.038089,7.25E-15,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00272722,63,1,0.0019963,4.92E-05,0.5,9.16E-05,0.0001528,9.01E-15,0.3,0.00342706,0.050461,6.2613,0.54682,0.00376291,0.00325,0.189673,0.0061866,0.008454,0.403,0.00505665,0.00510548,0.5,0.45,0.2514,0.00991946,2.73,0.0098546,0.0642845,0.0185598,0.12862,2.55E-05,0.00021856,0.22163,0.00446346,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.25E-06,0.0513,0.00600002,5.3,0.1046,-0.00104756,0.0039,0.474854,0.05557,0.01302,0.55783,0.00599052,0.5,0.45,0.00599188,0.4287,0.011975,28.6,0.0119749,0.158388,0,0,0.0390601,0.09314,0.1978,-0.00106405,0.0236037,-2.01E-07
634,0.195822,0.1134,0.0192617,0.00618646,2.16392,0.00121787,2.25941,1.62E-07,0.04165,2.12581,-4.37E-05,0.534255,5,0.746781,5,-0.171825,-0.100844,0.021858,-1.27E-06,0.113805,4.86E-05,0.108929,1.38E-06,0.012,0.012,0.0120002,0.748449,0.000225105,0.72646,8.25E-06,0.0678552,0.000195141,0.0500146,5.67E-06,4.63965,1.51E-05,0.318254,0.000177343,0.187534,0.000762173,0.246295,0.000149651,1.12E-15,3,-1.23E-14,1.80543,-0.00190395,0.340587,-1.05E-05,0.529246,-9.79E-05,0.688583,-0.000727135,0.507753,1.21E-05,0.164512,0.22,0.0554877,-3.00E-05,0.0371292,2.36E-06,0.22,0.182871,13.6089,-0.00314494,15.541,-0.000298723,7.41405,4.56E-05,0.158026,5.83E-06,0.0970831,4.63E-06,4.46575,0.00271546,4.25322,3.15E-06,0.0184042,6.53E-05,0.0036924,1.37E-07,0.189084,-9.53E-05,0.0440368,2.22E-06,1.21218,1.04118,1,0,5.32,0.00614984,0.50417,0,0,4.03988,0.6997,-0.120379,4.04053,8.4568,0.0155502,0.0489,9.92,0.00295291,0.0098394,0.2457,0.0185628,2.7,0.2202,0.0390639,0.764818,0.00327825,0.0325,3.53,0.00122856,0.038089,-2.10E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00271546,63,1,0.00199555,4.92E-05,0.5,9.16E-05,0.0001528,-2.22E-14,0.3,0.0034193,0.050461,6.2613,0.54682,0.00374837,0.00325,0.189682,0.00618565,0.008454,0.403,0.00504958,0.00509815,0.5,0.45,0.2514,0.00990402,2.73,0.00983876,0.0642755,0.0185569,0.12862,2.55E-05,0.00021856,0.22163,0.00444999,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.15E-06,0.0513,0.00600019,5.3,0.1046,-0.00104667,0.0039,0.474856,0.05557,0.0130198,0.55783,0.00599056,0.5,0.45,0.00599194,0.4287,0.0119755,28.6,0.0119753,0.158385,0,0,0.0390593,0.09314,0.1978,-0.00105875,0.0236035,-1.91E-07
635,0.194816,0.1134,0.0190536,0.00618645,2.16513,0.0012103,2.25941,1.52E-07,0.0416511,2.12576,-4.34E-05,0.531545,5,0.746778,5,-0.170965,-0.100844,0.0218567,-1.25E-06,0.113853,4.83E-05,0.10893,1.40E-06,0.012,0.012,0.0120002,0.748674,0.000223912,0.726469,8.36E-06,0.068051,0.000196439,0.0500201,5.34E-06,4.63967,1.52E-05,0.318432,0.000179162,0.188297,0.000763354,0.246446,0.000151482,3.89E-15,3,-2.87E-14,1.80353,-0.00190319,0.340576,-1.09E-05,0.529146,-0.000101615,0.687855,-0.000728127,0.507763,7.70E-06,0.164542,0.22,0.0554577,-2.99E-05,0.0371315,2.16E-06,0.22,0.182869,13.6058,-0.00310967,15.5407,-0.000287922,7.41409,4.52E-05,0.158032,5.82E-06,0.0970877,4.55E-06,4.46845,0.00270364,4.25322,3.06E-06,0.0184696,6.57E-05,0.00369253,1.36E-07,0.188988,-9.56E-05,0.0440389,2.02E-06,1.20991,1.04118,1,0,5.32,0.00615185,0.50417,0,0,4.03969,0.699634,-0.120332,4.04033,8.4568,0.0155493,0.0489,9.92,0.00295219,0.0098394,0.2457,0.0185599,2.7,0.2202,0.0390631,0.764818,0.00327698,0.0325,3.53,0.00122276,0.038089,-4.78E-14,0.0208,0.0356405,0.035657,0.0243,0.02073,-0.00270364,63,1,0.0019948,4.92E-05,0.5,9.16E-05,0.0001528,-5.17E-14,0.3,0.0034116,0.050461,6.2613,0.54682,0.00373395,0.00325,0.18969,0.0061847,0.008454,0.403,0.00504258,0.00509088,0.5,0.45,0.2514,0.00988871,2.73,0.00982304,0.0642666,0.0185541,0.12862,2.55E-05,0.00021856,0.22163,0.00443659,0.086124,0.04889,0.0488684,0.0524681,0.015,-3.06E-06,0.0513,0.00600037,5.3,0.1046,-0.00104579,0.0039,0.474858,0.05557,0.0130195,0.55783,0.00599061,0.5,0.45,0.00599201,0.4287,0.0119759,28.6,0.0119757,0.158382,0,0,0.0390586,0.09314,0.1978,-0.0010535,0.0236033,-1.80E-07
